Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit (FAO),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"QCL","Cultures et produits animaux","72","Djibouti","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","173","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","72","Djibouti","5510","Production","567","Pastèques","2017","2017","tonnes","70","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","72","Djibouti","5510","Production","567","Pastèques","2018","2018","tonnes","70","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","72","Djibouti","5510","Production","567","Pastèques","2019","2019","tonnes","70","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","574","Ananas","2017","2017","tonnes","126","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","574","Ananas","2018","2018","tonnes","127","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","574","Ananas","2019","2019","tonnes","127","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","486","Bananes","2017","2017","tonnes","21304","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","486","Bananes","2018","2018","tonnes","21071","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","486","Bananes","2019","2019","tonnes","21412","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","2048","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","2044","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","2047","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","600","Papayes","2017","2017","tonnes","83","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","600","Papayes","2018","2018","tonnes","83","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","600","Papayes","2019","2019","tonnes","83","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","567","Pastèques","2017","2017","tonnes","","M","Donnée non disponible"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","567","Pastèques","2018","2018","tonnes","","M","Donnée non disponible"
"QCL","Cultures et produits animaux","55","Dominique","5510","Production","567","Pastèques","2019","2019","tonnes","","M","Donnée non disponible"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","486","Bananes","2017","2017","tonnes","1365554","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","486","Bananes","2018","2018","tonnes","1292812","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","486","Bananes","2019","2019","tonnes","1330280","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","569","Figues","2017","2017","tonnes","194202","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","569","Figues","2018","2018","tonnes","221369","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","569","Figues","2019","2019","tonnes","215450","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","1404232","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","1429367","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","1396540","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","642199","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","680355","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","120400","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","567","Pastèques","2017","2017","tonnes","1232312","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","567","Pastèques","2018","2018","tonnes","1431919","","Donnée officielle"
"QCL","Cultures et produits animaux","59","Égypte","5510","Production","567","Pastèques","2019","2019","tonnes","1401300","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","574","Ananas","2017","2017","tonnes","1006","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","574","Ananas","2018","2018","tonnes","1007","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","574","Ananas","2019","2019","tonnes","1322","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","486","Bananes","2017","2017","tonnes","13811","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","486","Bananes","2018","2018","tonnes","17249","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","486","Bananes","2019","2019","tonnes","12208","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","27872","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","31688","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","42325","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","755","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","654","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","515","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","600","Papayes","2017","2017","tonnes","7111","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","600","Papayes","2018","2018","tonnes","7781","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","600","Papayes","2019","2019","tonnes","4845","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","567","Pastèques","2017","2017","tonnes","88947","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","567","Pastèques","2018","2018","tonnes","49468","","Donnée officielle"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","567","Pastèques","2019","2019","tonnes","50211","","Donnée officielle"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","486","Bananes","2017","2017","tonnes","224","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","486","Bananes","2018","2018","tonnes","235","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","486","Bananes","2019","2019","tonnes","278","","Donnée officielle"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","569","Figues","2017","2017","tonnes","358","","Donnée officielle"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","569","Figues","2018","2018","tonnes","497","","Donnée officielle"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","569","Figues","2019","2019","tonnes","1516","","Donnée officielle"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","11611","","Donnée officielle"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","11626","","Donnée officielle"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","8156","","Donnée officielle"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","1382","","Donnée officielle"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","3686","","Donnée officielle"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","4086","","Donnée officielle"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","567","Pastèques","2017","2017","tonnes","1111","","Donnée officielle"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","567","Pastèques","2018","2018","tonnes","2205","","Donnée officielle"
"QCL","Cultures et produits animaux","225","Émirats arabes unis","5510","Production","567","Pastèques","2019","2019","tonnes","2479","","Donnée officielle"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","574","Ananas","2017","2017","tonnes","165307","","Donnée officielle"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","574","Ananas","2018","2018","tonnes","149548","","Donnée officielle"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","574","Ananas","2019","2019","tonnes","46348","","Donnée officielle"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","486","Bananes","2017","2017","tonnes","6282105","","Donnée officielle"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","486","Bananes","2018","2018","tonnes","6505635","","Donnée officielle"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","486","Bananes","2019","2019","tonnes","6583477","","Donnée officielle"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","569","Figues","2017","2017","tonnes","36","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","569","Figues","2018","2018","tonnes","36","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","569","Figues","2019","2019","tonnes","36","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","70160","","Donnée officielle"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","90718","","Donnée officielle"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","105585","","Donnée officielle"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","17854","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","17914","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","18018","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","600","Papayes","2017","2017","tonnes","46987","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","600","Papayes","2018","2018","tonnes","47650","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","600","Papayes","2019","2019","tonnes","46793","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","567","Pastèques","2017","2017","tonnes","72797","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","567","Pastèques","2018","2018","tonnes","73345","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","58","Équateur","5510","Production","567","Pastèques","2019","2019","tonnes","73454","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","486","Bananes","2017","2017","tonnes","421313","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","486","Bananes","2018","2018","tonnes","386230","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","486","Bananes","2019","2019","tonnes","398720","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","569","Figues","2017","2017","tonnes","36380","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","569","Figues","2018","2018","tonnes","47750","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","569","Figues","2019","2019","tonnes","51600","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","592","Kiwis","2017","2017","tonnes","21463","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","592","Kiwis","2018","2018","tonnes","23830","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","592","Kiwis","2019","2019","tonnes","24510","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","655677","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","664350","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","660190","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","567","Pastèques","2017","2017","tonnes","1113192","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","567","Pastèques","2018","2018","tonnes","1092400","","Donnée officielle"
"QCL","Cultures et produits animaux","203","Espagne","5510","Production","567","Pastèques","2019","2019","tonnes","1200090","","Donnée officielle"
"QCL","Cultures et produits animaux","63","Estonie","5510","Production","486","Bananes","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","63","Estonie","5510","Production","486","Bananes","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","63","Estonie","5510","Production","569","Figues","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","63","Estonie","5510","Production","569","Figues","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","63","Estonie","5510","Production","592","Kiwis","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","63","Estonie","5510","Production","592","Kiwis","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","63","Estonie","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","63","Estonie","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","63","Estonie","5510","Production","567","Pastèques","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","63","Estonie","5510","Production","567","Pastèques","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","209","Eswatini","5510","Production","574","Ananas","2017","2017","tonnes","37000","F","Estimation FAO"
"QCL","Cultures et produits animaux","209","Eswatini","5510","Production","574","Ananas","2018","2018","tonnes","36000","F","Estimation FAO"
"QCL","Cultures et produits animaux","209","Eswatini","5510","Production","574","Ananas","2019","2019","tonnes","38000","F","Estimation FAO"
"QCL","Cultures et produits animaux","209","Eswatini","5510","Production","486","Bananes","2017","2017","tonnes","6492","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","209","Eswatini","5510","Production","486","Bananes","2018","2018","tonnes","6579","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","209","Eswatini","5510","Production","486","Bananes","2019","2019","tonnes","6490","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","209","Eswatini","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","72","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","209","Eswatini","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","102","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","209","Eswatini","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","107","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","574","Ananas","2017","2017","tonnes","169080","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","574","Ananas","2018","2018","tonnes","167106","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","574","Ananas","2019","2019","tonnes","168665","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","486","Bananes","2017","2017","tonnes","3020","","Donnée officielle"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","486","Bananes","2018","2018","tonnes","3138","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","486","Bananes","2019","2019","tonnes","3372","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","569","Figues","2017","2017","tonnes","28300","","Donnée officielle"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","569","Figues","2018","2018","tonnes","28321","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","569","Figues","2019","2019","tonnes","28030","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","592","Kiwis","2017","2017","tonnes","30480","","Donnée officielle"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","592","Kiwis","2018","2018","tonnes","34290","","Donnée officielle"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","592","Kiwis","2019","2019","tonnes","33900","","Donnée officielle"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","835","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","842","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","845","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","850890","","Donnée officielle"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","836920","","Donnée officielle"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","706304","","Donnée officielle"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","600","Papayes","2017","2017","tonnes","11610","","Donnée officielle"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","600","Papayes","2018","2018","tonnes","4720","","Donnée officielle"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","600","Papayes","2019","2019","tonnes","5330","","Donnée officielle"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","567","Pastèques","2017","2017","tonnes","1842360","","Donnée officielle"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","567","Pastèques","2018","2018","tonnes","1771051","","Donnée officielle"
"QCL","Cultures et produits animaux","231","États-Unis d'Amérique","5510","Production","567","Pastèques","2019","2019","tonnes","1834674","","Donnée officielle"
"QCL","Cultures et produits animaux","238","Éthiopie","5510","Production","574","Ananas","2017","2017","tonnes","1375","","Donnée officielle"
"QCL","Cultures et produits animaux","238","Éthiopie","5510","Production","574","Ananas","2018","2018","tonnes","1152","","Donnée officielle"
"QCL","Cultures et produits animaux","238","Éthiopie","5510","Production","574","Ananas","2019","2019","tonnes","1164","","Donnée officielle"
"QCL","Cultures et produits animaux","238","Éthiopie","5510","Production","486","Bananes","2017","2017","tonnes","493602","","Donnée officielle"
"QCL","Cultures et produits animaux","238","Éthiopie","5510","Production","486","Bananes","2018","2018","tonnes","501529","","Donnée officielle"
"QCL","Cultures et produits animaux","238","Éthiopie","5510","Production","486","Bananes","2019","2019","tonnes","539443","","Donnée officielle"
"QCL","Cultures et produits animaux","238","Éthiopie","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","108181","","Donnée officielle"
"QCL","Cultures et produits animaux","238","Éthiopie","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","136980","","Donnée officielle"
"QCL","Cultures et produits animaux","238","Éthiopie","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","108948","","Donnée officielle"
"QCL","Cultures et produits animaux","238","Éthiopie","5510","Production","600","Papayes","2017","2017","tonnes","54355","","Donnée officielle"
"QCL","Cultures et produits animaux","238","Éthiopie","5510","Production","600","Papayes","2018","2018","tonnes","59205","","Donnée officielle"
"QCL","Cultures et produits animaux","238","Éthiopie","5510","Production","600","Papayes","2019","2019","tonnes","51947","","Donnée officielle"
"QCL","Cultures et produits animaux","185","Fédération de Russie","5510","Production","567","Pastèques","2017","2017","tonnes","1815022","","Donnée officielle"
"QCL","Cultures et produits animaux","185","Fédération de Russie","5510","Production","567","Pastèques","2018","2018","tonnes","1969954","","Donnée officielle"
"QCL","Cultures et produits animaux","185","Fédération de Russie","5510","Production","567","Pastèques","2019","2019","tonnes","1785277","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","574","Ananas","2017","2017","tonnes","5906","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","574","Ananas","2018","2018","tonnes","6008","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","574","Ananas","2019","2019","tonnes","7158","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","486","Bananes","2017","2017","tonnes","4356","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","486","Bananes","2018","2018","tonnes","4888","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","486","Bananes","2019","2019","tonnes","5086","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","571","Mangues, mangoustans et goyaves","2017","2017","tonnes","240","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","571","Mangues, mangoustans et goyaves","2018","2018","tonnes","319","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","571","Mangues, mangoustans et goyaves","2019","2019","tonnes","371","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","209","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","195","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","199","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","600","Papayes","2017","2017","tonnes","3434","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","600","Papayes","2018","2018","tonnes","3285","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","600","Papayes","2019","2019","tonnes","4005","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","567","Pastèques","2017","2017","tonnes","4013","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","567","Pastèques","2018","2018","tonnes","4780","","Donnée officielle"
"QCL","Cultures et produits animaux","66","Fidji","5510","Production","567","Pastèques","2019","2019","tonnes","5489","","Donnée officielle"
"QCL","Cultures et produits animaux","67","Finlande","5510","Production","486","Bananes","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","67","Finlande","5510","Production","486","Bananes","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","67","Finlande","5510","Production","569","Figues","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","67","Finlande","5510","Production","569","Figues","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","67","Finlande","5510","Production","592","Kiwis","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","67","Finlande","5510","Production","592","Kiwis","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","67","Finlande","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","67","Finlande","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","67","Finlande","5510","Production","567","Pastèques","2018","2018","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","67","Finlande","5510","Production","567","Pastèques","2019","2019","tonnes","0","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","486","Bananes","2018","2018","tonnes","190750","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","486","Bananes","2019","2019","tonnes","206870","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","569","Figues","2017","2017","tonnes","3718","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","569","Figues","2018","2018","tonnes","3340","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","569","Figues","2019","2019","tonnes","3340","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","592","Kiwis","2017","2017","tonnes","54416","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","592","Kiwis","2018","2018","tonnes","53610","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","592","Kiwis","2019","2019","tonnes","55830","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","568","Melons, cantaloups","2017","2017","tonnes","286564","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","568","Melons, cantaloups","2018","2018","tonnes","255100","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","568","Melons, cantaloups","2019","2019","tonnes","247610","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","567","Pastèques","2017","2017","tonnes","17447","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","567","Pastèques","2018","2018","tonnes","17660","","Donnée officielle"
"QCL","Cultures et produits animaux","68","France","5510","Production","567","Pastèques","2019","2019","tonnes","13110","","Donnée officielle"
"QCL","Cultures et produits animaux","74","Gabon","5510","Production","574","Ananas","2017","2017","tonnes","1212","Im","Données de la FAO basées sur une méthodologie d'imputation"
"QCL","Cultures et produits animaux","74","Gabon","5510","Production","574","Ananas","2018","2018","tonnes","1216","Im","Données de la FAO basées sur une méthodologie d'imputation"
